ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.57,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,11.38,38.43,40,,0,,,,11.11,45,,3.8056,3.9323,TRUE,,73.5,73.5,0,0,3.718694941,3.848742413,0,0,0,0,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 12,FALSE,FALSE,,,,3.8056,TRUE,Variable output compressor,Inverter,11.38,11.11,3.4398,3.9618
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.57,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,11.38,38.43,40,,0,,,,11.11,45,,3.8056,3.9323,TRUE,,73.5,73.5,0,0,3.718694941,3.848742413,0,0,0,0,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 12,FALSE,FALSE,,,,3.8056,TRUE,Variable output compressor,Inverter,11.38,11.11,3.4398,3.9618
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.57,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,11.38,38.43,40,,0,,,,11.11,45,,3.8056,3.9323,TRUE,,73.5,73.5,0,0,3.718694941,3.848742413,0,0,0,0,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 12,FALSE,FALSE,,,,3.8056,TRUE,Variable output compressor,Inverter,11.38,11.11,3.4398,3.9618
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.32,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,9.32,32.18,33.5,,0,,,,9.4,37.5,,3.8902,3.9011,TRUE,,40.5,40.5,0,0,3.82938328,3.846347083,,,,,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.8902,TRUE,Variable output compressor,Inverter,9.32,9.4,3.5424,3.9321
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.32,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,9.32,32.18,33.5,,0,,,,9.4,37.5,,3.8902,3.9011,TRUE,,40.5,40.5,0,0,3.82938328,3.846347083,,,,,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.8902,TRUE,Variable output compressor,Inverter,9.32,9.4,3.5424,3.9321
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.3:2002,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.32,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,9.32,32.18,33.5,,0,,,,9.4,37.5,,3.8902,3.9011,TRUE,,40.5,40.5,0,0,3.82938328,3.846347083,,,,,,Three,R410A,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.8902,TRUE,Variable output compressor,Inverter,9.32,9.4,3.5424,3.9321
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.96,Ducted,Single Split System,,Air,Air,Thailand,4.4,12.04,14,,0,,,,4.54,16,Enthalpy Test Room,3.2044,3.7851,TRUE,,32,32,0,0,3.125961939,3.689493153,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",7/8/24,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2044,TRUE,Variable output compressor,Inverter,4.4,4.54,3.1055,3.4422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.96,Ducted,Single Split System,,Air,Air,Thailand,4.4,12.04,14,,0,,,,4.54,16,Enthalpy Test Room,3.2044,3.7851,TRUE,,32,32,0,0,3.125961939,3.689493153,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",7/8/24,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2044,TRUE,Variable output compressor,Inverter,4.4,4.54,3.1055,3.4422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.96,Ducted,Single Split System,,Air,Air,Thailand,4.4,12.04,14,,0,,,,4.54,16,Enthalpy Test Room,3.2044,3.7851,TRUE,,32,32,0,0,3.125961939,3.689493153,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",7/8/24,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2044,TRUE,Variable output compressor,Inverter,4.4,4.54,3.1055,3.4422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.96,Ducted,Single Split System,,Air,Air,Thailand,4.4,12.04,14,,0,,,,4.54,16,Enthalpy Test Room,3.2044,3.7851,TRUE,,32,32,0,0,3.125961939,3.689493153,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",7/8/24,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2044,TRUE,Variable output compressor,Inverter,4.4,4.54,3.1055,3.4422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.96,Ducted,Single Split System,,Air,Air,Thailand,4.4,12.04,14,,0,,,,4.54,16,Enthalpy Test Room,3.2044,3.7851,TRUE,,32,32,0,0,3.125961939,3.689493153,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",7/8/24,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2044,TRUE,Variable output compressor,Inverter,4.4,4.54,3.1055,3.4422
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.2,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.3,12.5,,0,,,,3.9,14,Enthalpy Test Room,3.3803,3.7633,TRUE,52.17,38,38,4.088401254,4.759797724,3.263168116,3.640396394,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3803,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3526,3.4753
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.2,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.3,12.5,,0,,,,3.9,14,Enthalpy Test Room,3.3803,3.7633,TRUE,52.17,38,38,4.088401254,4.759797724,3.263168116,3.640396394,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3803,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3526,3.4753
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.2,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.3,12.5,,0,,,,3.9,14,Enthalpy Test Room,3.3803,3.7633,TRUE,52.17,38,38,4.088401254,4.759797724,3.263168116,3.640396394,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3803,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3526,3.4753
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.2,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.3,12.5,,0,,,,3.9,14,Enthalpy Test Room,3.3803,3.7633,TRUE,52.17,38,38,4.088401254,4.759797724,3.263168116,3.640396394,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3803,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3526,3.4753
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",2.959,Ducted,Single Split System,,Air,Air,Thailand,3.83,9.541,12.5,,0,,,,3.68,14,Enthalpy Test Room,3.3952,3.9042,TRUE,,40,40,0,0,3.276574854,3.765743073,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",8/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3952,TRUE,Variable output compressor,Inverter,3.83,3.68,3.1524,3.6695
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.81,Ducted,Single Split System,,Air,Air,Thailand,2.85,8.19,10,,0,,,,2.74,11.2,Enthalpy Test Room,3.8148,4.2066,TRUE,,40,40,0,0,3.631750763,4.008431468,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",8/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.8148,TRUE,Variable output compressor,Inverter,2.85,2.74,3.3499,3.8954
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.81,Ducted,Single Split System,,Air,Air,Thailand,2.85,8.19,10,,0,,,,2.74,11.2,Enthalpy Test Room,3.8148,4.2066,TRUE,,40,40,0,0,3.631750763,4.008431468,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",8/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.8148,TRUE,Variable output compressor,Inverter,2.85,2.74,3.3499,3.8954
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.585,Ducted,Single Split System,,Air,Air,Thailand,2.2,5.515,7.1,,2.546330615,6.87,2.698,,2.2,8,Enthalpy Test Room,3.1486,3.5197,TRUE,51.4,37,37,4.203917051,4.465608466,2.976798164,3.331250054,0,0,0,0,Enthalpy Test Room,Single,R410A,,5/8/24,Approved,Reverse Cycle,,Class 6,TRUE,,TRUE,TRUE,TRUE,3.1486,TRUE,Variable output compressor,Inverter,2.2,2.2,3.0537,3.4408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.585,Ducted,Single Split System,,Air,Air,Thailand,2.2,5.515,7.1,,2.546330615,6.87,2.698,,2.2,8,Enthalpy Test Room,3.1486,3.5197,TRUE,51.4,37,37,4.203917051,4.465608466,2.976798164,3.331250054,0,0,0,0,Enthalpy Test Room,Single,R410A,,5/8/24,Approved,Reverse Cycle,,Class 6,TRUE,,TRUE,TRUE,TRUE,3.1486,TRUE,Variable output compressor,Inverter,2.2,2.2,3.0537,3.4408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.585,Ducted,Single Split System,,Air,Air,Thailand,2.2,5.515,7.1,,2.546330615,6.87,2.698,,2.2,8,Enthalpy Test Room,3.1486,3.5197,TRUE,51.4,37,37,4.203917051,4.465608466,2.976798164,3.331250054,0,0,0,0,Enthalpy Test Room,Single,R410A,,5/8/24,Approved,Reverse Cycle,,Class 6,TRUE,,TRUE,TRUE,TRUE,3.1486,TRUE,Variable output compressor,Inverter,2.2,2.2,3.0537,3.4408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.85,Ducted,Single Split System,,Air,Air,Thailand,3.05,8.15,10,,0,,,,2.87,11.2,Enthalpy Test Room,3.2688,3.9302,TRUE,,39,39,0,0,3.132307926,3.757316088,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",8/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2688,TRUE,Variable output compressor,,3.05,2.87,3.1429,3.7311
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.85,Ducted,Single Split System,,Air,Air,Thailand,3.05,8.15,10,,0,,,,2.87,11.2,Enthalpy Test Room,3.2688,3.9302,TRUE,,39,39,0,0,3.132307926,3.757316088,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",8/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2688,TRUE,Variable output compressor,,3.05,2.87,3.1429,3.7311
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.166,Ducted,Single Split System,,Air,Air,Thailand,4.4,10.834,14,,2.714505579,14.11,5.198,,4.54,16,Enthalpy Test Room,3.1255,3.7264,TRUE,52.81,38,38,3.947677523,4.698071625,3.035727071,3.619298748,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.1255,TRUE,Variable output compressor,Inverter,4.4,4.54,3.0916,3.4273
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.166,Ducted,Single Split System,,Air,Air,Thailand,4.4,10.834,14,,2.714505579,14.11,5.198,,4.54,16,Enthalpy Test Room,3.1255,3.7264,TRUE,52.81,38,38,3.947677523,4.698071625,3.035727071,3.619298748,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.1255,TRUE,Variable output compressor,Inverter,4.4,4.54,3.0916,3.4273
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.166,Ducted,Single Split System,,Air,Air,Thailand,4.4,10.834,14,,2.714505579,14.11,5.198,,4.54,16,Enthalpy Test Room,3.1255,3.7264,TRUE,52.81,38,38,3.947677523,4.698071625,3.035727071,3.619298748,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.1255,TRUE,Variable output compressor,Inverter,4.4,4.54,3.0916,3.4273
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.166,Ducted,Single Split System,,Air,Air,Thailand,4.4,10.834,14,,2.714505579,14.11,5.198,,4.54,16,Enthalpy Test Room,3.1255,3.7264,TRUE,52.81,38,38,3.947677523,4.698071625,3.035727071,3.619298748,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.1255,TRUE,Variable output compressor,Inverter,4.4,4.54,3.0916,3.4273
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.166,Ducted,Single Split System,,Air,Air,Thailand,4.4,10.834,14,,2.714505579,14.11,5.198,,4.54,16,Enthalpy Test Room,3.1255,3.7264,TRUE,52.81,38,38,3.947677523,4.698071625,3.035727071,3.619298748,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.1255,TRUE,Variable output compressor,Inverter,4.4,4.54,3.0916,3.4273
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,"MITSUBISHI HEAVY INDUSTRIES, LTD.",2.916,Ducted,Single Split System,,Air,Air,Thailand,4.44,11.084,14,,0,,,,4.41,16,Enthalpy Test Room,3.2246,3.7646,TRUE,54.9,40,40,3.849699399,0,3.12451219,3.652558795,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/8/24,Approved,Reverse Cycle,,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2246,TRUE,Variable output compressor,Inverter,4.44,4.41,3.06,3.5202
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.061,Ducted,Single Split System,,Air,Air,Thailand,2.92,8.939,10,,0,,,,3.2,11.2,Enthalpy Test Room,3.3444,3.7606,TRUE,,35.25,35.25,0,0,3.214576046,3.626341181,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,FALSE,TRUE,TRUE,TRUE,3.3444,TRUE,Variable output compressor,Inverter,2.92,3.2,3.2904,3.3744
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.061,Ducted,Single Split System,,Air,Air,Thailand,2.92,8.939,10,,0,,,,3.2,11.2,Enthalpy Test Room,3.3444,3.7606,TRUE,,35.25,35.25,0,0,3.214576046,3.626341181,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,FALSE,TRUE,TRUE,TRUE,3.3444,TRUE,Variable output compressor,Inverter,2.92,3.2,3.2904,3.3744
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.061,Ducted,Single Split System,,Air,Air,Thailand,2.92,8.939,10,,0,,,,3.2,11.2,Enthalpy Test Room,3.3444,3.7606,TRUE,,35.25,35.25,0,0,3.214576046,3.626341181,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,FALSE,TRUE,TRUE,TRUE,3.3444,TRUE,Variable output compressor,Inverter,2.92,3.2,3.2904,3.3744
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.061,Ducted,Single Split System,,Air,Air,Thailand,2.92,8.939,10,,0,,,,3.2,11.2,Enthalpy Test Room,3.3444,3.7606,TRUE,,35.25,35.25,0,0,3.214576046,3.626341181,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,FALSE,TRUE,TRUE,TRUE,3.3444,TRUE,Variable output compressor,Inverter,2.92,3.2,3.2904,3.3744
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,1.061,Ducted,Single Split System,,Air,Air,Thailand,2.92,8.939,10,,0,,,,3.2,11.2,Enthalpy Test Room,3.3444,3.7606,TRUE,,35.25,35.25,0,0,3.214576046,3.626341181,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/8/24,Approved,Reverse Cycle,,Class 7,TRUE,FALSE,TRUE,TRUE,TRUE,3.3444,TRUE,Variable output compressor,Inverter,2.92,3.2,3.2904,3.3744
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,YORK,0,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.5,2.5,2.5,,0,0,0,,0.51,2.6,Calorimeter Room,5.1793,5.1146,TRUE,0,1.5,1.5,0,0,5.12749719,5.064702828,5.755,5.6294,5.5,5.5,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",6/8/24,Approved,Reverse Cycle,,Class 3,TRUE,,TRUE,TRUE,TRUE,5.1793,TRUE,Variable output compressor,Inverter,0.5,0.51,4.9498,5.0479
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,YORK,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.7,3,3.35,,0,0,0,,0.72,3.4,Calorimeter Room,4.8029,4.8011,TRUE,0,1.5,1.5,0,0,4.768320876,4.767494855,5.0366,5.035,5,5,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",13/8/24,Approved,Reverse Cycle,,Class 3,TRUE,,TRUE,TRUE,TRUE,4.8029,TRUE,Variable output compressor,Inverter,0.7,0.72,4.7513,4.6892
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,YORK,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.19,4.6,5.1,,0,0,0,,1.18,5.1,Calorimeter Room,4.3041,4.3367,TRUE,0,1.5,1.5,0,0,4.285822141,4.318156866,4.0716,4.1363,4,4,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",13/8/24,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.3041,TRUE,Variable output compressor,Inverter,1.19,1.18,4.2675,4.3035
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,YORK,1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.8,6.3,7.3,,0,0,0,,2.1,8,Calorimeter Room,4.0143,3.7825,TRUE,0,1.5,1.5,0,0,4.00310057,3.77342126,3.5062,3.0468,3.5,3,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",14/8/24,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,4.0143,TRUE,Variable output compressor,Inverter,1.8,2.1,4.0442,3.8003
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,YORK,0.8,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.11,7.2,8,,0,0,0,,2.15,8.2,Calorimeter Room,3.7985,3.8236,TRUE,0,1.5,1.5,0,0,3.789373105,3.814639264,3.0787,3.1293,3,3,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",16/8/24,Approved,Reverse Cycle,,Class 4,TRUE,,TRUE,TRUE,TRUE,3.7985,TRUE,Variable output compressor,Inverter,2.11,2.15,3.7824,3.805
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,LG,1,Non Ducted,Single Split System,Wall Hung,Air,Air,"South Korea,Thailand",1.89,6.1,7.1,265,0,0,0,360,1.99,8,Calorimeter Room,3.968,4.0449,TRUE,0,0.28,0.28,0,0,3.965900978,4.042930328,3.4318,3.5859,3,3.5,Calorimeter Room,Single,R32,"Australia,New Zealand",21/8/24,Approved,Reverse Cycle,1060,Class 4,TRUE,,TRUE,TRUE,TRUE,3.968,TRUE,Variable output compressor,Inverter,1.89,1.99,3.7547,4.0182
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.94,3,3.5,200,0,0,0,290,1.02,3.8,Calorimeter Room,4.069,4.2654,TRUE,0,0.8,0.83,0,0,4.05682666,4.253545828,3.6137,4.0071,3.5,4,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",13/9/24,Approved,Reverse Cycle,865,Class 3,FALSE,TRUE,,,,4.069,TRUE,Variable output compressor,Inverter,0.94,1.02,3.7127,3.7153
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINNAI,0,Non Ducted,Single Split System,Wall Hung,Air,,China,0.5,2.5,2.5,,0,0,0,,0,0,Calorimeter Room,5.1793,0,TRUE,0,1.5,0,0,0,5.12749719,0,5.755,0,5.5,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",23/8/24,Approved,Cooling Only,,Class 3,TRUE,,TRUE,TRUE,TRUE,5.1793,TRUE,Variable output compressor,Inverter,0.5,0,4.9498,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINNAI,0.35,Non Ducted,Single Split System,Wall Hung,Air,,China,0.7,3,3.35,,0,0,0,,0,0,Calorimeter Room,4.8029,0,TRUE,0,1.5,0,0,0,4.768320876,0,5.0366,0,5,0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",23/8/24,Approved,Cooling Only,,Class 3,TRUE,,TRUE,TRUE,TRUE,4.8029,TRUE,Variable output compressor,Inverter,0.7,0,4.7513,0
