ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,2.1,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.2,5,7.1,,0,0,0,,2.33,8,Enthalpy Test Room,3.2013,3.4378,TRUE,85.14,29.8,37.2,4.689345315,0,3.059659405,3.258247582,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",15/9/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,,,,3.2013,TRUE,Variable output compressor,Inverter,2.2,2.33,3.086,3.2577
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.9,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,3.19,6.1,10,,0,,,,3.44,11.2,Enthalpy Test Room,3.1322,3.2866,TRUE,85.14,29.8,37.2,3.970172684,0,3.036391753,3.17005272,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,3.1322,TRUE,Variable output compressor,Inverter,3.19,3.44,3.0388,3.141
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.9,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,3.19,6.1,10,,0,,,,3.44,11.2,Enthalpy Test Room,3.3147,3.2665,TRUE,85.62,29.8,37.2,4.148848684,4.796822742,3.208137116,3.151451129,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",8/4/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,3.3147,TRUE,Variable output compressor,Inverter,3.19,3.44,3.0388,3.141
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,3,Ducted,Single Split System,,Air,Air,Thailand,5.64,15,18,,0,,,,5.84,20,Enthalpy Test Room,3.2401,3.5065,TRUE,,33,33,0,0,3.173339441,3.443753471,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",20/5/20,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.2401,TRUE,Variable output compressor,Inverter,5.64,5.84,3.1296,3.3605
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,4.25,Ducted,Single Split System,,Air,Air,Thailand,3.23,7.75,12,,0,,,,3.4,14,Enthalpy Test Room,3.9171,4.124,TRUE,,29.8,37.2,0,0,3.792497388,3.976725321,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",24/3/20,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.9171,TRUE,Variable output compressor,Inverter,3.23,3.4,3.6028,3.9708
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,2.8,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,5.638,15.2,18,,0,,,,5.836,20,Enthalpy Test Room,3.2061,3.471,TRUE,84.1,34.6,34.6,0,0,3.140949319,3.402751503,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,FALSE,FALSE,FALSE,3.2061,TRUE,Variable output compressor,Inverter,5.638,5.836,3.1277,3.3597
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,2.8,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,6.4,9.2,,0,0,0,,3.26,10.5,Enthalpy Test Room,3.1857,3.4167,TRUE,93,29.8,37.2,5.295480881,4.247302905,3.075094356,3.278698001,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",15/9/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,,,,3.1857,TRUE,Variable output compressor,Inverter,2.85,3.26,3.1179,3.1012
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,3.6,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,6.081,16.4,20,,0,,,,6.166,22.4,Enthalpy Test Room,3.3169,3.6445,TRUE,84.15,34.6,34.6,0,0,3.254302876,3.576664967,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",1/6/20,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,TRUE,TRUE,TRUE,3.3169,TRUE,Variable output compressor,Inverter,6.081,6.166,3.2269,3.5652
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,6.2,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,7.47,17.8,24,,0,,,,8.139,26.8,Enthalpy Test Room,3.2168,3.3002,TRUE,85.477,67.6,67.6,0,0,3.121226838,3.210043444,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",1/6/20,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,TRUE,FALSE,FALSE,3.2168,TRUE,Variable output compressor,Inverter,7.47,8.139,3.1175,3.2029
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TEMPERZONE,2.38,Ducted,Single Split System,,Air,Air,"Australia,New Zealand",5.1,13.59,15.97,,0,,,,4.15,14.96,Enthalpy Test Room,3.1314,3.6048,TRUE,100,7.26,6.71,0,0,3.116378005,3.585225974,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",14/4/20,Approved,Reverse Cycle,,Class 7,FALSE,TRUE,,,,3.1314,TRUE,Variable output compressor,Digital Scroll,5.1,4.15,3.1164,3.5852
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,1.9,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",2.57,8.1,10,,0,,,,2.77,11.2,Enthalpy Test Room,4.6142,4.7063,TRUE,,29.8,37.2,0,0,4.416192023,4.471732278,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",21/3/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,4.6142,TRUE,Variable output compressor,Inverter,2.57,2.77,3.7443,3.8678
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,0.8,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,1.67,5.2,6,,0,,,,1.74,7,Enthalpy Test Room,3.946,4.2718,TRUE,83.75,29.8,37.2,0,0,3.703310204,3.978750895,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",14/5/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,,,,3.946,TRUE,Variable output compressor,Inverter,1.67,1.74,3.3884,3.7519
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,4.4,10,14,,0,,,,4.38,16,Enthalpy Test Room,3.217,3.7331,TRUE,83.75,29.8,37.2,0,0,3.145445506,3.627024759,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",19/3/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,,,,3.217,TRUE,Variable output compressor,Inverter,4.4,4.38,3.1106,3.551
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,0.4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,1.27,4.6,5,,0,,,,1.41,6,Enthalpy Test Room,4.5022,4.7134,TRUE,100,29.8,37.2,0,0,4.141037362,4.297144976,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",14/5/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,FALSE,FALSE,FALSE,4.5022,TRUE,Variable output compressor,Inverter,1.27,1.41,3.6477,3.9069
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,4.5,Ducted,Single Split System,,Air,Air,Thailand,3.51,8.5,13,,0,,,,4.17,16,Enthalpy Test Room,3.6025,3.7245,TRUE,,29.8,37.2,0,0,3.501929787,3.615409846,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",18/3/20,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.6025,TRUE,Variable output compressor,Inverter,3.51,4.17,3.6004,3.7246
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,2.6,Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.1,4.5,7.1,,0,,,,2.04,8,Enthalpy Test Room,3.2841,3.8318,TRUE,,29.9,36.9,0,0,3.133154045,3.610907501,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",24/3/20,Approved,Reverse Cycle,,Class 6,FALSE,FALSE,,,,3.2841,TRUE,Variable output compressor,Inverter,2.1,2.04,3.2257,3.6956
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,4,Ducted,Single Split System,,Air,Air,"Australia,Thailand",6.08,16,20,,0,,,,6.17,22.4,Enthalpy Test Room,3.3393,3.6532,TRUE,83.51,33,33,0,0,3.276780947,3.589836909,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",14/5/20,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,TRUE,TRUE,TRUE,3.3393,TRUE,Variable output compressor,Inverter,6.08,6.17,3.2302,3.566
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.3,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.56,7.9,11.2,,0,,,,4.35,13.5,Enthalpy Test Room,3.2941,3.1598,TRUE,91.64,29.8,37.2,5.176632935,3.927804296,3.197041633,3.066980309,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,TRUE,TRUE,TRUE,3.2941,TRUE,Variable output compressor,Inverter,3.56,4.35,3.0595,3.0163
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.2,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,3.56,8,11.2,,0,,,,4.35,13.5,Enthalpy Test Room,3.1433,3.1566,TRUE,91.78,29.8,37.2,6.026344676,3.92440854,3.056967737,3.06686475,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,TRUE,TRUE,TRUE,3.1433,TRUE,Variable output compressor,Inverter,3.56,4.35,3.0595,3.0163
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,1.7,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.77,4.1,5.8,,0,,,,2.32,7.5,Enthalpy Test Room,3.3887,3.2938,TRUE,84.1,29.8,36.9,4.288824383,5.290148448,3.201363104,3.123703804,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,FALSE,FALSE,FALSE,3.3887,TRUE,Variable output compressor,Inverter,1.77,2.32,3.1004,3.0678
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,1.9,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,2.57,8.1,10,,0,,,,2.77,11.2,Enthalpy Test Room,4.6142,4.7063,TRUE,,29.8,37.3,0,0,4.416192023,4.471133229,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",2/4/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,4.6142,TRUE,Variable output compressor,Inverter,2.57,2.77,3.7443,3.8673
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.5,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.56,9,12.5,,0,,,,3.6,14,Enthalpy Test Room,3.852,4.1394,TRUE,100,29.8,37.2,0,0,3.736710648,3.991492544,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",18/5/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,3.852,TRUE,Variable output compressor,Inverter,3.56,3.6,3.4146,3.7576
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,0.7,Ducted,Single Split System,Cassette,Air,Air,Thailand,2.05,6.4,7.1,,0,,,,1.89,7.5,Enthalpy Test Room,3.6935,4.1123,TRUE,100,31.4,38.8,0,0,3.50148839,3.837886689,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",24/5/20,Approved,Reverse Cycle,,Class 6,FALSE,FALSE,FALSE,FALSE,FALSE,3.6935,TRUE,Variable output compressor,Inverter,2.05,1.89,3.2929,3.7108
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,4.4,10,14,,0,,,,4.38,16,Enthalpy Test Room,3.3314,3.9366,TRUE,100,29.8,37.2,0,0,3.252102453,3.814944002,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",9/6/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,FALSE,FALSE,FALSE,3.3314,TRUE,Variable output compressor,Inverter,4.4,4.38,3.1106,3.551
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,3.8,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",4.51,9.8,13.6,840,0,,,298,4.8,16,Enthalpy Test Room,3.1383,3.4744,TRUE,88.6,29.8,37.2,5.320901321,0,3.065775316,3.379742689,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",4/8/20,Approved,Reverse Cycle,840,Class 5,FALSE,FALSE,,,,3.1383,TRUE,Variable output compressor,Inverter,4.51,4.8,2.9496,3.2482
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,4.4,10,14,,0,,,,4.38,16,Enthalpy Test Room,3.3309,3.9366,TRUE,83.75,29.8,37.2,0,0,3.251629832,3.814944002,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",24/3/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,,,,3.3309,TRUE,Variable output compressor,Inverter,4.4,4.38,3.1106,3.551
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,4,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,4.4,10,14,,0,,,,4.38,16,Enthalpy Test Room,3.217,3.7331,TRUE,83.75,29.8,37.2,0,0,3.145445506,3.627024759,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",20/4/20,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,,,,3.217,TRUE,Variable output compressor,Inverter,4.4,4.38,3.1106,3.551
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,1.46,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,1.99,5.64,7.1,,0,,,,2.1,8,Enthalpy Test Room,3.6825,3.9836,TRUE,100,29.8,37.2,0,0,3.500474058,3.749527979,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",11/5/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,FALSE,FALSE,FALSE,3.6825,TRUE,Variable output compressor,Inverter,1.99,2.1,3.396,3.5943
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DAIKIN,1.5,Non Ducted,Single Split System,Cassette,Air,Air,Japan,1.99,5.6,7.1,,0,,,,2.1,8,Enthalpy Test Room,3.6825,3.9836,TRUE,100,29.9,36.9,0,0,3.499893526,3.751305686,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",19/3/20,Approved,Reverse Cycle,,Class 4,FALSE,FALSE,FALSE,FALSE,FALSE,3.6825,TRUE,Variable output compressor,Inverter,1.99,2.1,3.3954,3.596
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TECO,1,Ducted,Single Split System,,Air,Air,China,2.2,6,7,450,0,,,270,2.27,8.2,Enthalpy Test Room,3.3999,3.7554,TRUE,,9,10.8,0,0,3.351426348,3.695139565,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",3/3/20,Approved,Reverse Cycle,1110,Class 6,TRUE,,TRUE,TRUE,TRUE,3.3999,TRUE,Variable output compressor,Inverter,2.2,2.27,3.1384,3.5552
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.7,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.42,4.3,5,243,3.424623116,4.089,1.194,336,1.37,5.5,Calorimeter Room,3.6101,4.1842,TRUE,,1.54,1.45,0,0,3.59678835,4.169161365,2.6936,3.8383,2.5,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/4/20,Approved,Reverse Cycle,1115,Class 4,TRUE,TRUE,TRUE,TRUE,TRUE,3.6101,TRUE,Variable output compressor,Inverter,1.42,1.37,3.5083,4.0003
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.7,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.42,4.3,5,243,3.424623116,4.089,1.194,336,1.37,5.5,Calorimeter Room,3.6101,4.1842,TRUE,,1.54,1.45,0,0,3.59678835,4.169161365,2.6936,3.8383,2.5,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/4/20,Approved,Reverse Cycle,1115,Class 4,TRUE,TRUE,TRUE,TRUE,TRUE,3.6101,TRUE,Variable output compressor,Inverter,1.42,1.37,3.5083,4.0003
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.7,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.42,4.3,5,243,3.424623116,4.089,1.194,336,1.37,5.5,Calorimeter Room,3.6101,4.1842,TRUE,,1.54,1.45,0,0,3.59678835,4.169161365,2.6936,3.8383,2.5,3.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/4/20,Approved,Reverse Cycle,1115,Class 4,TRUE,TRUE,TRUE,TRUE,TRUE,3.6101,TRUE,Variable output compressor,Inverter,1.42,1.37,3.5083,4.0003
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TECO,1.4,Ducted,Single Split System,,Air,Air,China,3.18,8.6,10,550,0,,,380,3.05,10.5,Enthalpy Test Room,3.2107,3.6963,TRUE,,12.5,14.3,0,0,3.168593374,3.637519772,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",3/3/20,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2107,TRUE,Variable output compressor,Inverter,3.18,3.05,3.1034,3.3889
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TECO,1.58,Ducted,Single Split System,,Air,Air,China,4.09,11.22,12.8,550,0,,,380,4.44,15,Enthalpy Test Room,3.2078,3.682,TRUE,,10,11.8,0,0,3.181839916,3.648713922,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",5/3/20,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2078,TRUE,Variable output compressor,Inverter,4.09,4.44,3.1039,3.3483
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TECO,2.15,Ducted,Single Split System,,Air,Air,China,5.19,14.1,16.25,770,0,,,440,4.84,16.5,Enthalpy Test Room,3.2574,3.6506,TRUE,,10,11.8,0,0,3.236026294,3.620208713,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",3/3/20,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2574,TRUE,Variable output compressor,Inverter,5.19,4.84,3.1108,3.3812
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,DUNNAIR,2,Ducted,Single Split System,,Cooling Tower,Cooling Tower,China,1.62,4.2,6.2,,0,,,,1.63,6,Enthalpy Test Room,3.6665,3.6665,TRUE,,5,7,0,0,3.628792024,3.613939915,0,0,0,0,Enthalpy Test Room,Single,R410A,Australia,18/3/20,Approved,Reverse Cycle,,Class 6,FALSE,FALSE,,,,3.6665,TRUE,Variable output compressor,Inverter,1.62,1.63,3.7876,3.6283
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.62,2.6,2.7,210,0,,,310,0.8,3.5,Calorimeter Room,4.5049,4.5296,TRUE,,1.8,1.52,0,0,4.460685972,4.499847792,4.4214,4.4997,4,4,Calorimeter Room,Single,R410A,"Australia,New Zealand",12/3/20,Approved,Reverse Cycle,900,Class 3,TRUE,TRUE,TRUE,TRUE,TRUE,4.5049,TRUE,Variable output compressor,Inverter,0.62,0.8,4.3125,4.3471
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.62,2.6,2.7,210,0,,,310,0.8,3.5,Calorimeter Room,4.5049,4.5296,TRUE,,1.8,1.52,0,0,4.460685972,4.499847792,4.4214,4.4997,4,4,Calorimeter Room,Single,R410A,"Australia,New Zealand",12/3/20,Approved,Reverse Cycle,900,Class 3,TRUE,TRUE,TRUE,TRUE,TRUE,4.5049,TRUE,Variable output compressor,Inverter,0.62,0.8,4.3125,4.3471
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Haier,0.1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.62,2.6,2.7,210,0,,,310,0.8,3.5,Calorimeter Room,4.5049,4.5296,TRUE,,1.8,1.52,0,0,4.460685972,4.499847792,4.4214,4.4997,4,4,Calorimeter Room,Single,R410A,"Australia,New Zealand",12/3/20,Approved,Reverse Cycle,900,Class 3,TRUE,TRUE,TRUE,TRUE,TRUE,4.5049,TRUE,Variable output compressor,Inverter,0.62,0.8,4.3125,4.3471
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,DAIKIN,4.7,Ducted,Single Split System,,Air,Air,Thailand,7.85,18.8,23.5,1430,0,,,500,8.47,26.8,Enthalpy Test Room,2.9966,3.1886,TRUE,90.6,29.8,37.2,3.763876112,0,2.95763185,3.139754923,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",30/7/20,Approved,Reverse Cycle,970,Class 11,FALSE,FALSE,TRUE,TRUE,TRUE,2.9966,TRUE,Variable output compressor,Inverter,7.85,8.47,2.9557,3.1178
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,LG,1,Ducted,Single Split System,,Air,Air,South Korea,1.65,4.1,5.1,700,0,,,270,1.82,6,Enthalpy Test Room,3.2983,3.3522,TRUE,58.5,9.573,9.49,4.072305593,0,3.236798446,3.294077334,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",13/3/20,Approved,Reverse Cycle,900,Class 6,FALSE,FALSE,TRUE,TRUE,TRUE,3.2983,TRUE,Variable output compressor,Inverter,1.65,1.82,3.0315,3.2396
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MITSUBISHI ELECTRIC,0.13,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.51,2.37,2.5,234,0,2.583,0.567,305,0.58,3.2,Calorimeter Room,5.0632,5.4897,TRUE,100,1,1,0,0,5.029643881,5.457993099,5.5593,6.416,5.5,6,Calorimeter Room,Single,R410A,"Australia,New Zealand",25/2/15,Approved,Reverse Cycle,925,Class 3,FALSE,FALSE,,,,5.0632,FALSE,,,0.51,0.58,4.8697,5.4853
